620,0.0027326,0.0025619,4.07E-05,6.52E-06
621,0.0027073,0.0025193,4.33E-05,3.63E-07
622,0.0026688,0.0025038,3.76E-05,7.53E-06
623,0.0026284,0.0024667,3.76E-05,7.68E-06
624,0.0025903,0.0024357,3.22E-05,7.62E-06
625,0.0025837,0.0024084,3.33E-05,6.81E-06
626,0.0024999,0.0023709,2.88E-05,7.51E-06
627,0.0024706,0.0023234,2.71E-05,4.70E-06
628,0.0024341,0.0023027,2.70E-05,9.04E-06
629,0.002402,0.002266,2.33E-05,6.45E-06
630,0.0023921,0.0022592,2.39E-05,7.01E-06
631,0.0023345,0.0022424,1.88E-05,5.39E-06
632,0.0023378,0.0022165,2.23E-05,3.89E-06
633,0.0023059,0.0021883,1.93E-05,7.11E-06
634,0.0022581,0.0021543,1.71E-05,4.34E-06
635,0.0022294,0.0021085,1.67E-05,1.58E-06
636,0.0021951,0.0020675,1.48E-05,6.96E-06
637,0.0021301,0.0020277,1.67E-05,3.61E-06
638,0.0020769,0.0019825,1.36E-05,2.45E-06
639,0.0020362,0.0019357,1.34E-05,6.04E-06
640,0.002013,0.0018706,1.11E-05,7.17E-06
641,0.0019752,0.0018585,1.56E-05,7.30E-06
642,0.0019325,0.0018394,1.41E-05,3.88E-06
643,0.0018879,0.0018046,1.59E-05,5.54E-06
644,0.0018773,0.0017852,1.03E-05,1.28E-06
645,0.0018369,0.0017543,1.11E-05,6.06E-06
646,0.0018204,0.0017301,1.14E-05,4.91E-06
647,0.0017704,0.0016913,8.58E-06,2.35E-06
648,0.0017644,0.0016624,1.04E-05,5.89E-06
649,0.0017203,0.0016389,1.22E-05,7.56E-06
650,0.0016958,0.0016094,5.33E-06,5.55E-06
651,0.0016421,0.0015719,8.59E-06,3.97E-06
652,0.0016097,0.0015411,8.72E-06,4.01E-06
653,0.0015831,0.0015095,1.12E-05,5.05E-06
654,0.0015361,0.0014789,1.32E-05,6.32E-08
655,0.0015128,0.0014469,9.46E-06,4.60E-06
656,0.0014954,0.0014147,8.58E-06,8.87E-06
657,0.0014435,0.0013812,8.57E-06,4.92E-06
658,0.0014253,0.0013464,5.49E-06,4.66E-07
659,0.001367,0.0013236,5.23E-06,3.08E-06
660,0.0013355,0.001299,4.09E-06,6.57E-06
661,0.0013154,0.0012614,7.40E-06,3.73E-06
662,0.0012789,0.0012383,9.26E-06,4.29E-06
663,0.0012682,0.0012033,8.69E-06,6.27E-06
664,0.0012299,0.0011866,7.98E-06,4.44E-06
665,0.0011995,0.0011574,3.96E-06,9.53E-07
666,0.0011823,0.0011286,5.14E-06,4.16E-06
667,0.0011745,0.0011015,7.42E-06,8.96E-06
668,0.0011416,0.0010769,5.44E-06,2.87E-06
